city,timestamp,temperature,season
New York,2010-04-02,5.02801383321903,spring
New York,2010-04-03,19.10102884918031,spring
New York,2010-04-04,8.453094943870473,spring
New York,2010-04-05,11.196144143553276,spring
New York,2010-04-06,8.74724405851502,spring
New York,2010-04-07,14.599305228093638,spring
New York,2010-04-08,3.880236674637814,spring
New York,2010-04-09,12.144388384698726,spring
New York,2010-04-10,11.780532203787423,spring
New York,2010-04-11,16.706292336917787,spring
New York,2010-04-12,15.164943027471338,spring
New York,2010-04-13,16.450599104965498,spring
New York,2010-04-14,14.358523819551323,spring
New York,2010-04-15,15.755361010024181,spring
New York,2010-04-16,16.890539745833795,spring
New York,2010-04-17,3.110402699072708,spring
New York,2010-04-18,17.5520775999343,spring
New York,2010-04-19,7.843829257647723,spring
New York,2010-04-20,1.9574480431741232,spring
New York,2010-04-21,6.801994898859315,spring
New York,2010-04-22,12.433631244855613,spring
New York,2010-04-23,1.3606549263053918,spring
New York,2010-04-24,9.105047009477735,spring
New York,2010-04-25,10.380654113236432,spring
New York,2010-04-26,12.24897477341949,spring
New York,2010-04-27,11.160415708444157,spring
New York,2010-04-28,10.559727046283074,spring
New York,2010-04-29,11.71009568518825,spring
New York,2010-04-30,8.554803089835634,spring
New York,2010-05-01,6.407632783388227,spring
New York,2010-05-02,15.498446894804658,spring
New York,2010-05-03,13.28438343832035,spring
New York,2010-05-04,10.198476966564197,spring
New York,2010-05-05,3.0827903774882977,spring
New York,2010-05-06,11.806098276165185,spring
New York,2010-05-07,12.565007913632932,spring
New York,2010-05-08,8.006869978098054,spring
New York,2010-05-09,14.547753983661753,spring
New York,2010-05-10,13.15535695265153,spring
New York,2010-05-11,6.655231714526774,spring
New York,2010-05-12,11.972109116900196,spring
New York,2010-05-13,14.216585930883163,spring
New York,2010-05-14,8.452632551686776,spring
New York,2010-05-15,6.8204757447137725,spring
New York,2010-05-16,8.721776425382478,spring
New York,2010-05-17,5.158557137912835,spring
New York,2010-05-18,17.420655810415393,spring
New York,2010-05-19,-4.925085603476232,spring
New York,2010-05-20,10.002789058709062,spring
New York,2010-05-21,11.157491008685026,spring
New York,2010-05-22,4.9450680520775006,spring
New York,2010-05-23,12.119352767366172,spring
New York,2010-05-24,0.9988517235571361,spring
New York,2010-05-25,13.779221781079144,spring
New York,2010-05-26,10.519865870739151,spring
New York,2010-05-27,2.3599312024766697,spring
New York,2010-05-28,2.9287546502049677,spring
New York,2010-05-29,9.170849350126074,spring
New York,2010-05-30,7.786942486930023,spring
New York,2010-05-31,9.74120870547744,spring
New York,2010-06-01,29.66355461712229,summer
New York,2010-06-02,20.114803237584237,summer
New York,2010-06-03,25.388075335937334,summer
New York,2010-06-04,26.924671213147878,summer
New York,2010-06-05,28.948520903102427,summer
New York,2010-06-06,15.039137905227166,summer
New York,2010-06-07,26.544886090029294,summer
New York,2010-06-08,26.41826818425614,summer
New York,2010-06-09,29.792862846017123,summer
New York,2010-06-10,30.578987103615866,summer
New York,2010-06-11,22.17422131675517,summer
New York,2010-06-12,22.438907518578453,summer
New York,2010-06-13,32.3109834482795,summer
New York,2010-06-14,27.274619768545385,summer
New York,2010-06-15,26.353505338746874,summer
New York,2010-06-16,22.282175881110792,summer
New York,2010-06-17,35.269798306327274,summer
New York,2010-06-18,27.460223106308245,summer
New York,2010-06-19,28.338294268310314,summer
New York,2010-06-20,31.064247293766854,summer
New York,2010-06-21,25.70585140966025,summer
New York,2010-06-22,27.210224421109466,summer
New York,2010-06-23,20.203126704312442,summer
New York,2010-06-24,19.422782399718695,summer
New York,2010-06-25,17.221610089823596,summer
New York,2010-06-26,28.70096742956471,summer
New York,2010-06-27,28.66550652332048,summer
New York,2010-06-28,25.650542276226236,summer
New York,2010-06-29,30.93548907353338,summer
New York,2010-06-30,19.35717079490885,summer
New York,2010-07-01,25.11876279721469,summer
New York,2010-07-02,33.905159034109175,summer
New York,2010-07-03,23.2659746341702,summer
New York,2010-07-04,16.173876189682336,summer
New York,2010-07-05,32.135143611322675,summer
New York,2010-07-06,27.451878010055857,summer
New York,2010-07-07,32.16242484384733,summer
New York,2010-07-08,27.086378726460673,summer
New York,2010-07-09,35.6214282454633,summer
New York,2010-07-10,22.28905431301777,summer
New York,2010-07-11,23.799167222798136,summer
New York,2010-07-12,17.45174176767363,summer
New York,2010-07-13,33.16457103093928,summer
New York,2010-07-14,25.069464132103754,summer
New York,2010-07-15,26.802563291000787,summer
New York,2010-07-16,28.442527804649558,summer
New York,2010-07-17,21.92450722675297,summer
New York,2010-07-18,27.68656203175464,summer
New York,2010-07-19,24.523878009300958,summer
New York,2010-07-20,28.170993480091045,summer
New York,2010-07-21,26.81482853507434,summer
New York,2010-07-22,26.48835555106452,summer
New York,2010-07-23,29.60558262843377,summer
New York,2010-07-24,21.61760841988305,summer
New York,2010-07-25,25.359663084240413,summer
New York,2010-07-26,17.54024732797008,summer
New York,2010-07-27,22.800976090404735,summer
New York,2010-07-28,30.189397467569826,summer
New York,2010-07-29,21.75980558157391,summer
New York,2010-07-30,20.44783333416307,summer
New York,2010-07-31,19.098574669162993,summer
New York,2010-08-01,20.765647201770854,summer
New York,2010-08-02,27.43985359328631,summer
New York,2010-08-03,20.567634933979264,summer
New York,2010-08-04,30.46554547718707,summer
New York,2010-08-05,31.76299302326192,summer
New York,2010-08-06,29.32324273270215,summer
New York,2010-08-07,18.58974943316472,summer
New York,2010-08-08,21.46572337870143,summer
New York,2010-08-09,24.55565983848574,summer
New York,2010-08-10,28.344031106409165,summer
New York,2010-08-11,22.16521640855554,summer
New York,2010-08-12,25.814016296429994,summer
New York,2010-08-13,21.586232711655736,summer
New York,2010-08-14,23.72757146402403,summer
New York,2010-08-15,19.171631814459158,summer
New York,2010-08-16,21.648291094608133,summer
New York,2010-08-17,29.76248688538154,summer
New York,2010-08-18,25.809645040593278,summer
New York,2010-08-19,27.798845132920043,summer
New York,2010-08-20,22.127733719659297,summer
New York,2010-08-21,30.630655638957215,summer
New York,2010-08-22,21.558668868962094,summer
New York,2010-08-23,30.531532132081733,summer
New York,2010-08-24,29.33190618480804,summer
New York,2010-08-25,26.369433621161434,summer
New York,2010-08-26,22.848283640042535,summer
New York,2010-08-27,26.53709602308572,summer
New York,2010-08-28,28.79153494304705,summer
New York,2010-08-29,21.981815584869032,summer
New York,2010-08-30,27.808916326962745,summer
New York,2010-08-31,21.51824141750961,summer
New York,2010-09-01,10.073700148366218,autumn
New York,2010-09-02,19.89719935892984,autumn
New York,2010-09-03,16.396639558807493,autumn
New York,2010-09-04,9.791064758224952,autumn
New York,2010-09-05,9.524768566153867,autumn
New York,2010-09-06,17.417467991235473,autumn
New York,2010-09-07,7.406753343077257,autumn
New York,2010-09-08,17.114972424375946,autumn
New York,2010-09-09,16.842805819090657,autumn
New York,2010-09-10,16.310527686682317,autumn
New York,2010-09-11,23.360360313992825,autumn
New York,2010-09-12,23.584926500351433,autumn
New York,2010-09-13,20.257404992740273,autumn
New York,2010-09-14,14.885487135418328,autumn
New York,2010-09-15,7.5405601269849765,autumn
New York,2010-09-16,15.631332531860867,autumn
New York,2010-09-17,13.396939891767136,autumn
New York,2010-09-18,15.91741441230339,autumn
New York,2010-09-19,15.501336004320478,autumn
New York,2010-09-20,12.5613079988839,autumn
New York,2010-09-21,22.013083807855985,autumn
New York,2010-09-22,21.133878999785296,autumn
New York,2010-09-23,14.488928610514291,autumn
New York,2010-09-24,12.301924163550657,autumn
New York,2010-09-25,16.50086585278521,autumn
New York,2010-09-26,15.928163492748551,autumn
New York,2010-09-27,18.56331803876492,autumn
New York,2010-09-28,14.712366328192406,autumn
New York,2010-09-29,11.123983106877624,autumn
New York,2010-09-30,14.674569188435122,autumn
New York,2010-10-01,19.147932075395797,autumn
New York,2010-10-02,19.50504012688278,autumn
New York,2010-10-03,16.048272800604238,autumn
New York,2010-10-04,17.08150646781936,autumn
New York,2010-10-05,18.703179642384548,autumn
New York,2010-10-06,22.80883974023494,autumn
New York,2010-10-07,6.507181391386204,autumn
New York,2010-10-08,15.68320615741523,autumn
New York,2010-10-09,14.113056681843917,autumn
New York,2010-10-10,15.797624468630987,autumn
New York,2010-10-11,9.124306049224852,autumn
New York,2010-10-12,10.70938616430629,autumn
New York,2010-10-13,12.455230878450667,autumn
New York,2010-10-14,13.567386186053222,autumn
New York,2010-10-15,17.10049494780931,autumn
New York,2010-10-16,12.926443582319283,autumn
New York,2010-10-17,-3.311873105779622,autumn
New York,2010-10-18,15.55594288480126,autumn
New York,2010-10-19,11.93567075228862,autumn
New York,2010-10-20,11.263942339418524,autumn
New York,2010-10-21,8.963271797590327,autumn
New York,2010-10-22,9.415923592846177,autumn
New York,2010-10-23,14.992794145234903,autumn
New York,2010-10-24,7.6340377689537,autumn
New York,2010-10-25,16.04894062122998,autumn
New York,2010-10-26,20.020496863284507,autumn
New York,2010-10-27,23.64520279205858,autumn
New York,2010-10-28,13.487379664540049,autumn
New York,2010-10-29,20.006106148766264,autumn
New York,2010-10-30,16.31842460289409,autumn
New York,2010-10-31,15.203818057003463,autumn
New York,2010-11-01,9.16792279628901,autumn
New York,2010-11-02,15.115836101349077,autumn
New York,2010-11-03,20.36872248294008,autumn
New York,2010-11-04,10.195059742327167,autumn
New York,2010-11-05,19.710691122863096,autumn
New York,2010-11-06,11.946118229416092,autumn
New York,2010-11-07,17.777039337094763,autumn
New York,2010-11-08,16.4393399289905,autumn
New York,2010-11-09,15.624231041650056,autumn
New York,2010-11-10,16.51352912767103,autumn
New York,2010-11-11,19.29816049955493,autumn
New York,2010-11-12,20.24949844542824,autumn
New York,2010-11-13,15.046093140461187,autumn
New York,2010-11-14,16.64079831902728,autumn
New York,2010-11-15,8.597481249849556,autumn
New York,2010-11-16,17.647879628874282,autumn
New York,2010-11-17,11.531898318697655,autumn
New York,2010-11-18,18.980496646941557,autumn
New York,2010-11-19,13.210284714903047,autumn
New York,2010-11-20,19.504852845962304,autumn
New York,2010-11-21,6.122407324399967,autumn
New York,2010-11-22,13.757662183450208,autumn
New York,2010-11-23,15.736567733018193,autumn
New York,2010-11-24,15.38701068657354,autumn
New York,2010-11-25,8.57579922230515,autumn
New York,2010-11-26,16.855704230644427,autumn
New York,2010-11-27,15.845518074020909,autumn
New York,2010-11-28,12.982820500812348,autumn
New York,2010-11-29,19.185704198374516,autumn
New York,2010-11-30,9.888470926706791,autumn
New York,2010-12-01,-2.3170984997014954,winter
New York,2010-12-02,-5.448375106716318,winter
New York,2010-12-03,-1.5145223037194246,winter
New York,2010-12-04,6.372367474986074,winter
New York,2010-12-05,-1.1355128314798217,winter
New York,2010-12-06,-8.266280949882923,winter
New York,2010-12-07,2.3482480195395876,winter
New York,2010-12-08,0.7964072734107845,winter
New York,2010-12-09,1.701587494116377,winter
New York,2010-12-10,-5.358570442218747,winter
New York,2010-12-11,9.04443064633198,winter
New York,2010-12-12,2.060319795850813,winter
New York,2010-12-13,-2.0861571824715393,winter
New York,2010-12-14,6.598733527859225,winter
New York,2010-12-15,1.5579792370641135,winter
New York,2010-12-16,-6.732533436726971,winter
New York,2010-12-17,-2.6935590999448253,winter
New York,2010-12-18,-3.0713733500626206,winter
New York,2010-12-19,0.3421608386008972,winter
New York,2010-12-20,-0.21878899020408393,winter
New York,2010-12-21,-10.837687780588041,winter
New York,2010-12-22,-0.8155537001297436,winter
New York,2010-12-23,4.434676250319691,winter
New York,2010-12-24,-0.8346857160826026,winter
New York,2010-12-25,-11.58144875538959,winter
New York,2010-12-26,-12.565048371811285,winter
New York,2010-12-27,-3.194116791404599,winter
New York,2010-12-28,0.48672529652729785,winter
New York,2010-12-29,-10.07836898299642,winter
New York,2010-12-30,2.058594334422744,winter
New York,2010-12-31,5.880770419716603,winter
New York,2011-01-01,4.289717548094028,winter
New York,2011-01-02,-6.683841233063576,winter
New York,2011-01-03,4.387779108800375,winter
New York,2011-01-04,4.875913478457633,winter
New York,2011-01-05,5.589551010708637,winter
New York,2011-01-06,-0.31232051761147855,winter
New York,2011-01-07,-8.183455918796458,winter
New York,2011-01-08,-0.3405032762970549,winter
New York,2011-01-09,-2.357854066193016,winter
New York,2011-01-10,1.8931133862900196,winter
New York,2011-01-11,4.723368989753791,winter
New York,2011-01-12,7.561854320337327,winter
New York,2011-01-13,-1.6720651556105404,winter
New York,2011-01-14,6.7979787776961365,winter
New York,2011-01-15,2.2748156691325194,winter
New York,2011-01-16,-8.550354159206474,winter
New York,2011-01-17,-5.26004282450455,winter
New York,2011-01-18,-3.5113495659625076,winter
New York,2011-01-19,-5.358203979978376,winter
New York,2011-01-20,3.473603600762045,winter
New York,2011-01-21,-3.4671223179530437,winter
New York,2011-01-22,-0.9418085391893032,winter
New York,2011-01-23,6.227079589375496,winter
New York,2011-01-24,3.043843527711591,winter
New York,2011-01-25,-2.393890225777679,winter
New York,2011-01-26,0.9434556784404674,winter
New York,2011-01-27,1.306722926981455,winter
New York,2011-01-28,7.0917596476128395,winter
New York,2011-01-29,0.4747435476548666,winter
New York,2011-01-30,5.907203433769842,winter
New York,2011-01-31,-7.749387704472234,winter
New York,2011-02-01,-0.5765402840861221,winter
New York,2011-02-02,-0.2804518793402145,winter
New York,2011-02-03,-9.128067128755282,winter
New York,2011-02-04,5.657878592445074,winter
New York,2011-02-05,3.3808582207991615,winter
New York,2011-02-06,6.614575544788156,winter
New York,2011-02-07,-13.62774431403114,winter
New York,2011-02-08,-1.838683867934622,winter
New York,2011-02-09,-2.3327978355031345,winter
New York,2011-02-10,-1.5076728984317649,winter
New York,2011-02-11,-7.016518873590747,winter
New York,2011-02-12,8.982632458126114,winter
New York,2011-02-13,-5.8192773447246,winter
New York,2011-02-14,-4.149644554131191,winter
New York,2011-02-15,4.896622082496536,winter
New York,2011-02-16,3.929365275549928,winter
New York,2011-02-17,1.442132528842982,winter
New York,2011-02-18,-1.9865830343236994,winter
New York,2011-02-19,4.99898624519591,winter
New York,2011-02-20,8.289329083297343,winter
New York,2011-02-21,5.906750785510696,winter
New York,2011-02-22,-9.712921057884492,winter
New York,2011-02-23,-2.683143760439352,winter
New York,2011-02-24,-4.627468365321393,winter
New York,2011-02-25,-2.071560988678981,winter
New York,2011-02-26,-1.021005942160841,winter
New York,2011-02-27,6.4298750693749405,winter
New York,2011-02-28,4.564002051051625,winter
New York,2011-03-01,4.961365565423748,spring
New York,2011-03-02,14.862238655808326,spring
New York,2011-03-03,10.121649324320657,spring
New York,2011-03-04,9.970304327173722,spring
New York,2011-03-05,11.78653742869345,spring
New York,2011-03-06,1.4143352037813344,spring
New York,2011-03-07,13.260093012397279,spring
New York,2011-03-08,12.062475875401713,spring
New York,2011-03-09,13.990990398845614,spring
New York,2011-03-10,11.517485931746414,spring
New York,2011-03-11,10.379552378250413,spring
New York,2011-03-12,10.040388350135554,spring
New York,2011-03-13,10.61997308560822,spring
New York,2011-03-14,16.666382514202873,spring
New York,2011-03-15,11.753573513832425,spring
New York,2011-03-16,11.417540644604614,spring
New York,2011-03-17,6.753341310360004,spring
New York,2011-03-18,13.217240014185696,spring
New York,2011-03-19,15.102363401924823,spring
New York,2011-03-20,10.470107477713707,spring
New York,2011-03-21,15.959675947878186,spring
New York,2011-03-22,-0.3616854853593061,spring
New York,2011-03-23,12.622323785825538,spring
New York,2011-03-24,11.013558335837988,spring
New York,2011-03-25,16.836865279137715,spring
New York,2011-03-26,7.020307001550217,spring
New York,2011-03-27,4.061129196702575,spring
New York,2011-03-28,9.33516695471893,spring
New York,2011-03-29,7.628122434158071,spring
New York,2011-03-30,12.952382686982462,spring
New York,2011-03-31,7.731498875517554,spring
New York,2011-04-01,17.595707036077744,spring
New York,2011-04-02,0.9263654465590427,spring
New York,2011-04-03,5.089929287178289,spring
New York,2011-04-04,13.775094526344906,spring
New York,2011-04-05,10.79772063442794,spring
New York,2011-04-06,9.304593943390797,spring
New York,2011-04-07,13.351373513407214,spring
New York,2011-04-08,10.828390202635145,spring
New York,2011-04-09,15.107458697162926,spring
New York,2011-04-10,10.448984340979115,spring
New York,2011-04-11,4.9353830744251255,spring
New York,2011-04-12,7.37145997845945,spring
New York,2011-04-13,1.0724058720356027,spring
New York,2011-04-14,0.7775452859892962,spring
New York,2011-04-15,12.484621180971772,spring
New York,2011-04-16,13.00372025531269,spring
New York,2011-04-17,14.055597983111173,spring
New York,2011-04-18,11.120530079092594,spring
New York,2011-04-19,13.888459831851804,spring
New York,2011-04-20,14.100343059616122,spring
New York,2011-04-21,12.646617978374703,spring
New York,2011-04-22,14.177186765632072,spring
New York,2011-04-23,15.181599391341134,spring
New York,2011-04-24,3.0526425721577644,spring
New York,2011-04-25,9.828062815658134,spring
New York,2011-04-26,12.883838261263305,spring
New York,2011-04-27,11.952984743655383,spring
New York,2011-04-28,9.512755450921714,spring
New York,2011-04-29,2.9210518552672537,spring
New York,2011-04-30,14.526240993683874,spring
New York,2011-05-01,2.9692578620856036,spring
New York,2011-05-02,5.3966029739497134,spring
New York,2011-05-03,27.28691568965639,spring
New York,2011-05-04,2.0680991279100747,spring
New York,2011-05-05,15.142792198557617,spring
New York,2011-05-06,11.565339332965666,spring
New York,2011-05-07,6.0278193443038095,spring
New York,2011-05-08,9.01022990085864,spring
New York,2011-05-09,4.081180501155757,spring
New York,2011-05-10,10.433279426450182,spring
New York,2011-05-11,9.497927141505924,spring
New York,2011-05-12,12.027376766873658,spring
New York,2011-05-13,12.55182554274154,spring
New York,2011-05-14,5.9483602104823685,spring
New York,2011-05-15,7.741947088638195,spring
New York,2011-05-16,2.784162204229413,spring
New York,2011-05-17,7.018464080710889,spring
New York,2011-05-18,14.353229933398453,spring
New York,2011-05-19,12.067112041628073,spring
New York,2011-05-20,7.602912757674224,spring
New York,2011-05-21,19.07151466239273,spring
New York,2011-05-22,4.961808832162888,spring
New York,2011-05-23,14.947840163969476,spring
New York,2011-05-24,6.1062766940726165,spring
New York,2011-05-25,5.754014833178233,spring
New York,2011-05-26,20.582604632228595,spring
New York,2011-05-27,8.211539645056721,spring
New York,2011-05-28,11.433046689586256,spring
New York,2011-05-29,9.544831768355843,spring
New York,2011-05-30,16.831208056489828,spring
New York,2011-05-31,0.4378747106235501,spring
New York,2011-06-01,25.859028621232106,summer
New York,2011-06-02,26.223730673575652,summer
New York,2011-06-03,17.287228834293153,summer
New York,2011-06-04,20.47878345075769,summer
New York,2011-06-05,28.6190339929486,summer
New York,2011-06-06,23.196951959163215,summer
New York,2011-06-07,33.95349689610902,summer
New York,2011-06-08,22.325379906396375,summer
New York,2011-06-09,20.853497458074763,summer
New York,2011-06-10,29.18223324717641,summer
New York,2011-06-11,17.190158311704465,summer
New York,2011-06-12,18.82803365497927,summer
New York,2011-06-13,30.500047344343614,summer
New York,2011-06-14,25.767887494236597,summer
New York,2011-06-15,22.187974652043934,summer
New York,2011-06-16,24.540488037656107,summer
New York,2011-06-17,27.037382053049445,summer
New York,2011-06-18,26.220002092770798,summer
New York,2011-06-19,22.029013500120218,summer
New York,2011-06-20,28.894931946634117,summer
New York,2011-06-21,13.795451418928872,summer
New York,2011-06-22,29.397893130110447,summer
New York,2011-06-23,31.995551326831823,summer
New York,2011-06-24,21.36762019043115,summer
New York,2011-06-25,27.27303192281399,summer
New York,2011-06-26,32.22683017939899,summer
New York,2011-06-27,25.883096601424043,summer
New York,2011-06-28,22.85327031586777,summer
New York,2011-06-29,24.214491693425103,summer
New York,2011-06-30,27.23136266128506,summer
New York,2011-07-01,38.61758167276082,summer
New York,2011-07-02,30.380954710108355,summer
New York,2011-07-03,18.45774192432868,summer
New York,2011-07-04,29.50142057313131,summer
New York,2011-07-05,22.800769771980523,summer
New York,2011-07-06,18.839166584607167,summer
New York,2011-07-07,27.409927396766474,summer
New York,2011-07-08,21.11124021136687,summer
New York,2011-07-09,24.30043212226347,summer
New York,2011-07-10,17.112924230624955,summer
New York,2011-07-11,19.295783228715955,summer
New York,2011-07-12,26.92963448545026,summer
New York,2011-07-13,25.595679510803834,summer
New York,2011-07-14,30.91858414297444,summer
New York,2011-07-15,25.361570388944898,summer
New York,2011-07-16,32.13626273964607,summer
New York,2011-07-17,31.450983767812374,summer
New York,2011-07-18,34.133833595660874,summer
New York,2011-07-19,19.42473331093975,summer
New York,2011-07-20,25.230126044115778,summer
New York,2011-07-21,25.904065814459425,summer
New York,2011-07-22,25.998517306450104,summer
New York,2011-07-23,31.82865723927859,summer
New York,2011-07-24,19.27195686201143,summer
New York,2011-07-25,24.33187291313648,summer
New York,2011-07-26,17.098528681117443,summer
New York,2011-07-27,34.749335950983145,summer
New York,2011-07-28,28.423303214082175,summer
New York,2011-07-29,24.633202602095068,summer
New York,2011-07-30,27.115488591359096,summer
New York,2011-07-31,35.14769559103291,summer
New York,2011-08-01,27.22262915534303,summer
New York,2011-08-02,26.046962370662648,summer
New York,2011-08-03,25.521451425196283,summer
New York,2011-08-04,26.469347424716588,summer
New York,2011-08-05,37.903623945526235,summer
New York,2011-08-06,29.443601340931334,summer
New York,2011-08-07,22.521536346066434,summer
New York,2011-08-08,31.26423647747723,summer
New York,2011-08-09,32.52374120996018,summer
New York,2011-08-10,21.730335024506164,summer
New York,2011-08-11,23.097160599109003,summer
New York,2011-08-12,21.295680134898927,summer
New York,2011-08-13,26.455169101534757,summer
New York,2011-08-14,24.452281055041716,summer
New York,2011-08-15,32.22407595563727,summer
New York,2011-08-16,24.566105934512795,summer
New York,2011-08-17,24.209273122171535,summer
New York,2011-08-18,25.55103414197309,summer
New York,2011-08-19,31.762128988784287,summer
New York,2011-08-20,32.40999333939658,summer
New York,2011-08-21,24.220598897066253,summer
New York,2011-08-22,26.773710296720743,summer
New York,2011-08-23,27.107232308871374,summer
New York,2011-08-24,23.567253816785815,summer
New York,2011-08-25,32.20294334737771,summer
New York,2011-08-26,27.489690652595453,summer
New York,2011-08-27,21.168089085080762,summer
New York,2011-08-28,23.99838597341745,summer
New York,2011-08-29,25.217062764264917,summer
New York,2011-08-30,23.694429284603633,summer
New York,2011-08-31,30.92995727760963,summer
New York,2011-09-01,17.437680448701464,autumn
New York,2011-09-02,7.439580183748761,autumn
New York,2011-09-03,13.587146868705572,autumn
New York,2011-09-04,8.498299897221711,autumn
New York,2011-09-05,12.938678260844304,autumn
New York,2011-09-06,22.035452847732323,autumn
New York,2011-09-07,15.468745760118836,autumn
New York,2011-09-08,4.553578018054576,autumn
New York,2011-09-09,16.05611392677328,autumn
New York,2011-09-10,6.797817754626486,autumn
New York,2011-09-11,5.207471467551235,autumn
New York,2011-09-12,13.33317900009095,autumn
New York,2011-09-13,5.723222820824475,autumn
New York,2011-09-14,18.27102824956104,autumn
New York,2011-09-15,11.04012885508593,autumn
New York,2011-09-16,5.433264003897083,autumn
New York,2011-09-17,21.946480042203284,autumn
New York,2011-09-18,22.503543048952555,autumn
New York,2011-09-19,11.34290693371071,autumn
New York,2011-09-20,16.21267921793988,autumn
New York,2011-09-21,17.55373243641116,autumn
New York,2011-09-22,14.3067382538514,autumn
New York,2011-09-23,-0.12359903540551187,autumn
New York,2011-09-24,16.2022209927441,autumn
New York,2011-09-25,12.633613922177906,autumn
New York,2011-09-26,4.61212840760362,autumn
New York,2011-09-27,13.627164595665972,autumn
New York,2011-09-28,13.197368524280982,autumn
New York,2011-09-29,17.969301500324168,autumn
New York,2011-09-30,26.902633787711128,autumn
New York,2011-10-01,6.107468540498658,autumn
New York,2011-10-02,9.770872921513945,autumn
New York,2011-10-03,12.821105683804165,autumn
New York,2011-10-04,6.931780551830123,autumn
New York,2011-10-05,16.41201986848922,autumn
New York,2011-10-06,8.970836116623548,autumn
New York,2011-10-07,19.0676074689511,autumn
New York,2011-10-08,21.07649436998681,autumn
New York,2011-10-09,8.92079472349233,autumn
New York,2011-10-10,11.273759945429003,autumn
New York,2011-10-11,7.3431076746588815,autumn
New York,2011-10-12,10.482228259980317,autumn
